"market_date","measure_name","measure_value"
"2017-01-24","SMA","867"
"2017-01-25","EWMA","888.39"
"2017-01-25","SMA","866"
"2017-01-26","EWMA","886.65"
"2017-01-26","SMA","875"
"2017-01-27","EWMA","886.18"
"2017-01-27","SMA","883"
"2017-01-28","EWMA","886.68"
"2017-01-28","SMA","890"
"2017-01-29","EWMA","888.02"
"2017-01-29","SMA","897"
"2017-01-30","EWMA","890.10"
"2017-01-30","SMA","904"
"2017-01-31","EWMA","892.82"
"2017-01-31","SMA","911"
"2017-02-01","EWMA","895.70"
"2017-02-01","SMA","915"
"2017-02-02","EWMA","899.12"
"2017-02-02","SMA","922"
"2017-02-03","EWMA","903.13"
"2017-02-03","SMA","930"
"2017-02-04","EWMA","907.92"
"2017-02-04","SMA","940"
"2017-02-05","EWMA","913.26"
"2017-02-05","SMA","949"
"2017-02-06","EWMA","918.82"
"2017-02-06","SMA","956"
"2017-02-07","EWMA","924.69"
"2017-02-07","SMA","964"
"2017-02-08","EWMA","931.49"
"2017-02-08","SMA","977"
"2017-02-09","EWMA","938.84"
"2017-02-09","SMA","988"
"2017-02-10","EWMA","946.01"
"2017-02-10","SMA","994"
"2017-02-11","EWMA","952.77"
"2017-02-11","SMA","998"
"2017-02-12","EWMA","959.43"
"2017-02-12","SMA","1004"
"2017-02-13","EWMA","966.00"
"2017-02-13","SMA","1010"
"2017-02-14","EWMA","972.37"
"2017-02-14","SMA","1015"
"2017-02-15","EWMA","978.30"
"2017-02-15","SMA","1018"
"2017-02-16","EWMA","983.59"
"2017-02-16","SMA","1019"
"2017-02-17","EWMA","988.32"
"2017-02-17","SMA","1020"
"2017-02-18","EWMA","992.57"
"2017-02-18","SMA","1021"
"2017-02-19","EWMA","996.40"
"2017-02-19","SMA","1022"
"2017-02-20","EWMA","999.86"
"2017-02-20","SMA","1023"
"2017-02-21","EWMA","1003.26"
"2017-02-21","SMA","1026"
"2017-02-22","EWMA","1006.74"
"2017-02-22","SMA","1030"
"2017-02-23","EWMA","1010.28"
"2017-02-23","SMA","1034"
"2017-02-24","EWMA","1014.92"
"2017-02-24","SMA","1046"
"2017-02-25","EWMA","1020.78"
"2017-02-25","SMA","1060"
"2017-02-26","EWMA","1027.18"
"2017-02-26","SMA","1070"
"2017-02-27","EWMA","1034.18"
"2017-02-27","SMA","1081"
"2017-02-28","EWMA","1042.09"
"2017-02-28","SMA","1095"
"2017-03-01","EWMA","1050.66"
"2017-03-01","SMA","1108"
"2017-03-02","EWMA","1060.06"
"2017-03-02","SMA","1123"
"2017-03-03","EWMA","1070.32"
"2017-03-03","SMA","1139"
"2017-03-04","EWMA","1081.33"
"2017-03-04","SMA","1155"
"2017-03-05","EWMA","1092.86"
"2017-03-05","SMA","1170"
"2017-03-06","EWMA","1104.84"
"2017-03-06","SMA","1185"
"2017-03-07","EWMA","1117.08"
"2017-03-07","SMA","1199"
"2017-03-08","EWMA","1128.77"
"2017-03-08","SMA","1207"
"2017-03-09","EWMA","1139.20"
"2017-03-09","SMA","1209"
"2017-03-10","EWMA","1148.53"
"2017-03-10","SMA","1211"
"2017-03-11","EWMA","1156.13"
"2017-03-11","SMA","1207"
"2017-03-12","EWMA","1163.00"
"2017-03-12","SMA","1209"
"2017-03-13","EWMA","1169.50"
"2017-03-13","SMA","1213"
"2017-03-14","EWMA","1175.68"
"2017-03-14","SMA","1217"
"2017-03-15","EWMA","1181.57"
"2017-03-15","SMA","1221"
"2017-03-16","EWMA","1186.96"
"2017-03-16","SMA","1223"
"2017-03-17","EWMA","1191.00"
"2017-03-17","SMA","1218"
"2017-03-18","EWMA","1192.95"
"2017-03-18","SMA","1206"
"2017-03-19","EWMA","1192.05"
"2017-03-19","SMA","1186"
"2017-03-20","EWMA","1189.05"
"2017-03-20","SMA","1169"
"2017-03-21","EWMA","1184.49"
"2017-03-21","SMA","1154"
"2017-03-22","EWMA","1179.49"
"2017-03-22","SMA","1146"
"2017-03-23","EWMA","1174.23"
"2017-03-23","SMA","1139"
"2017-03-24","EWMA","1168.22"
"2017-03-24","SMA","1128"
"2017-03-25","EWMA","1161.43"
"2017-03-25","SMA","1116"
"2017-03-26","EWMA","1153.57"
"2017-03-26","SMA","1101"
"2017-03-27","EWMA","1144.40"
"2017-03-27","SMA","1083"
"2017-03-28","EWMA","1134.73"
"2017-03-28","SMA","1070"
"2017-03-29","EWMA","1124.50"
"2017-03-29","SMA","1056"
"2017-03-30","EWMA","1113.65"
"2017-03-30","SMA","1041"
"2017-03-31","EWMA","1102.65"
"2017-03-31","SMA","1029"
"2017-04-01","EWMA","1092.82"
"2017-04-01","SMA","1027"
"2017-04-02","EWMA","1085.30"
"2017-04-02","SMA","1035"
"2017-04-03","EWMA","1079.41"
"2017-04-03","SMA","1040"
"2017-04-04","EWMA","1075.07"
"2017-04-04","SMA","1046"
"2017-04-05","EWMA","1071.42"
"2017-04-05","SMA","1047"
"2017-04-06","EWMA","1068.90"
"2017-04-06","SMA","1052"
"2017-04-07","EWMA","1068.13"
"2017-04-07","SMA","1063"
"2017-04-08","EWMA","1069.67"
"2017-04-08","SMA","1080"
"2017-04-09","EWMA","1072.83"
"2017-04-09","SMA","1094"
"2017-04-10","EWMA","1077.66"
"2017-04-10","SMA","1110"
"2017-04-11","EWMA","1083.16"
"2017-04-11","SMA","1120"
"2017-04-12","EWMA","1089.38"
"2017-04-12","SMA","1131"
"2017-04-13","EWMA","1096.35"
"2017-04-13","SMA","1143"
"2017-04-14","EWMA","1103.71"
"2017-04-14","SMA","1153"
"2017-04-15","EWMA","1111.03"
"2017-04-15","SMA","1160"
"2017-04-16","EWMA","1118.18"
"2017-04-16","SMA","1166"
"2017-04-17","EWMA","1125.18"
"2017-04-17","SMA","1172"
"2017-04-18","EWMA","1131.79"
"2017-04-18","SMA","1176"
"2017-04-19","EWMA","1138.19"
"2017-04-19","SMA","1181"
"2017-04-20","EWMA","1144.54"
"2017-04-20","SMA","1187"
"2017-04-21","EWMA","1150.58"
"2017-04-21","SMA","1191"
"2017-04-22","EWMA","1156.22"
"2017-04-22","SMA","1194"
"2017-04-23","EWMA","1161.65"
"2017-04-23","SMA","1198"
"2017-04-24","EWMA","1166.51"
"2017-04-24","SMA","1199"
"2017-04-25","EWMA","1171.38"
"2017-04-25","SMA","1204"
"2017-04-26","EWMA","1176.14"
"2017-04-26","SMA","1208"
"2017-04-27","EWMA","1181.06"
"2017-04-27","SMA","1214"
"2017-04-28","EWMA","1186.77"
"2017-04-28","SMA","1225"
"2017-04-29","EWMA","1193.04"
"2017-04-29","SMA","1235"
"2017-04-30","EWMA","1199.92"
"2017-04-30","SMA","1246"
"2017-05-01","EWMA","1207.47"
"2017-05-01","SMA","1258"
"2017-05-02","EWMA","1216.12"
"2017-05-02","SMA","1274"
"2017-05-03","EWMA","1225.85"
"2017-05-03","SMA","1291"
"2017-05-04","EWMA","1236.92"
"2017-05-04","SMA","1311"
"2017-05-05","EWMA","1249.41"
"2017-05-05","SMA","1333"
"2017-05-06","EWMA","1263.40"
"2017-05-06","SMA","1357"
"2017-05-07","EWMA","1278.82"
"2017-05-07","SMA","1382"
"2017-05-08","EWMA","1295.87"
"2017-05-08","SMA","1410"
"2017-05-09","EWMA","1315.00"
"2017-05-09","SMA","1443"
"2017-05-10","EWMA","1336.19"
"2017-05-10","SMA","1478"
"2017-05-11","EWMA","1359.31"
"2017-05-11","SMA","1514"
"2017-05-12","EWMA","1384.36"
"2017-05-12","SMA","1552"
"2017-05-13","EWMA","1410.05"
"2017-05-13","SMA","1582"
"2017-05-14","EWMA","1436.82"
"2017-05-14","SMA","1616"
"2017-05-15","EWMA","1464.40"
"2017-05-15","SMA","1649"
"2017-05-16","EWMA","1491.39"
"2017-05-16","SMA","1672"
"2017-05-17","EWMA","1517.47"
"2017-05-17","SMA","1692"
"2017-05-18","EWMA","1543.41"
"2017-05-18","SMA","1717"
"2017-05-19","EWMA","1569.23"
"2017-05-19","SMA","1742"
"2017-05-20","EWMA","1595.72"
"2017-05-20","SMA","1773"
"2017-05-21","EWMA","1623.45"
"2017-05-21","SMA","1809"
"2017-05-22","EWMA","1651.60"
"2017-05-22","SMA","1840"
"2017-05-23","EWMA","1680.38"
"2017-05-23","SMA","1873"
"2017-05-24","EWMA","1710.62"
"2017-05-24","SMA","1913"
"2017-05-25","EWMA","1743.04"
"2017-05-25","SMA","1960"
"2017-05-26","EWMA","1775.40"
"2017-05-26","SMA","1992"
"2017-05-27","EWMA","1808.11"
"2017-05-27","SMA","2027"
"2017-05-28","EWMA","1838.65"
"2017-05-28","SMA","2043"
"2017-05-29","EWMA","1868.47"
"2017-05-29","SMA","2068"
"2017-05-30","EWMA","1899.22"
"2017-05-30","SMA","2105"
"2017-05-31","EWMA","1930.13"
"2017-05-31","SMA","2137"
"2017-06-01","EWMA","1961.18"
"2017-06-01","SMA","2169"
"2017-06-02","EWMA","1993.01"
"2017-06-02","SMA","2206"
"2017-06-03","EWMA","2025.25"
"2017-06-03","SMA","2241"
"2017-06-04","EWMA","2057.33"
"2017-06-04","SMA","2272"
"2017-06-05","EWMA","2089.66"
"2017-06-05","SMA","2306"
"2017-06-06","EWMA","2122.46"
"2017-06-06","SMA","2342"
"2017-06-07","EWMA","2156.07"
"2017-06-07","SMA","2381"
"2017-06-08","EWMA","2188.04"
"2017-06-08","SMA","2402"
"2017-06-09","EWMA","2220.53"
"2017-06-09","SMA","2438"
"2017-06-10","EWMA","2254.52"
"2017-06-10","SMA","2482"
"2017-06-11","EWMA","2292.54"
"2017-06-11","SMA","2547"
"2017-06-12","EWMA","2333.03"
"2017-06-12","SMA","2604"
"2017-06-13","EWMA","2372.03"
"2017-06-13","SMA","2633"
"2017-06-14","EWMA","2411.03"
"2017-06-14","SMA","2672"
"2017-06-15","EWMA","2446.91"
"2017-06-15","SMA","2687"
"2017-06-16","EWMA","2478.64"
"2017-06-16","SMA","2691"
"2017-06-17","EWMA","2506.64"
"2017-06-17","SMA","2694"
"2017-06-18","EWMA","2532.30"
"2017-06-18","SMA","2704"
"2017-06-19","EWMA","2554.88"
"2017-06-19","SMA","2706"
"2017-06-20","EWMA","2573.62"
"2017-06-20","SMA","2699"
"2017-06-21","EWMA","2588.62"
"2017-06-21","SMA","2689"
"2017-06-22","EWMA","2601.28"
"2017-06-22","SMA","2686"
"2017-06-23","EWMA","2611.38"
"2017-06-23","SMA","2679"
"2017-06-24","EWMA","2619.39"
"2017-06-24","SMA","2673"
"2017-06-25","EWMA","2623.24"
"2017-06-25","SMA","2649"
"2017-06-26","EWMA","2623.21"
"2017-06-26","SMA","2623"
"2017-06-27","EWMA","2621.49"
"2017-06-27","SMA","2610"
"2017-06-28","EWMA","2618.44"
"2017-06-28","SMA","2598"
"2017-06-29","EWMA","2616.43"
"2017-06-29","SMA","2603"
"2017-06-30","EWMA","2615.33"
"2017-06-30","SMA","2608"
"2017-07-01","EWMA","2614.12"
"2017-07-01","SMA","2606"
"2017-07-02","EWMA","2610.98"
"2017-07-02","SMA","2590"
"2017-07-03","EWMA","2607.86"
"2017-07-03","SMA","2587"
"2017-07-04","EWMA","2604.89"
"2017-07-04","SMA","2585"
"2017-07-05","EWMA","2601.13"
"2017-07-05","SMA","2576"
"2017-07-06","EWMA","2597.08"
"2017-07-06","SMA","2570"
"2017-07-07","EWMA","2592.65"
"2017-07-07","SMA","2563"
"2017-07-08","EWMA","2586.72"
"2017-07-08","SMA","2547"
"2017-07-09","EWMA","2581.17"
"2017-07-09","SMA","2544"
"2017-07-10","EWMA","2575.69"
"2017-07-10","SMA","2539"
"2017-07-11","EWMA","2570.01"
"2017-07-11","SMA","2532"
"2017-07-12","EWMA","2563.12"
"2017-07-12","SMA","2517"
"2017-07-13","EWMA","2555.43"
"2017-07-13","SMA","2504"
"2017-07-14","EWMA","2547.05"
"2017-07-14","SMA","2491"
"2017-07-15","EWMA","2537.42"
"2017-07-15","SMA","2473"
"2017-07-16","EWMA","2525.02"
"2017-07-16","SMA","2442"
"2017-07-17","EWMA","2508.90"
"2017-07-17","SMA","2401"
"2017-07-18","EWMA","2491.75"
"2017-07-18","SMA","2377"
"2017-07-19","EWMA","2474.23"
"2017-07-19","SMA","2357"
"2017-07-20","EWMA","2455.87"
"2017-07-20","SMA","2333"
"2017-07-21","EWMA","2441.85"
"2017-07-21","SMA","2348"
"2017-07-22","EWMA","2431.08"
"2017-07-22","SMA","2359"
"2017-07-23","EWMA","2423.92"
"2017-07-23","SMA","2376"
"2017-07-24","EWMA","2419.64"
"2017-07-24","SMA","2391"
"2017-07-25","EWMA","2419.43"
"2017-07-25","SMA","2418"
"2017-07-26","EWMA","2421.45"
"2017-07-26","SMA","2435"
"2017-07-27","EWMA","2424.51"
"2017-07-27","SMA","2445"
"2017-07-28","EWMA","2430.03"
"2017-07-28","SMA","2467"
"2017-07-29","EWMA","2440.17"
"2017-07-29","SMA","2508"
"2017-07-30","EWMA","2455.75"
"2017-07-30","SMA","2560"
"2017-07-31","EWMA","2476.97"
"2017-07-31","SMA","2619"
"2017-08-01","EWMA","2501.54"
"2017-08-01","SMA","2666"
"2017-08-02","EWMA","2526.56"
"2017-08-02","SMA","2694"
"2017-08-03","EWMA","2552.36"
"2017-08-03","SMA","2725"
"2017-08-04","EWMA","2574.67"
"2017-08-04","SMA","2724"
"2017-08-05","EWMA","2596.29"
"2017-08-05","SMA","2741"
"2017-08-06","EWMA","2619.13"
"2017-08-06","SMA","2772"
"2017-08-07","EWMA","2643.55"
"2017-08-07","SMA","2807"
"2017-08-08","EWMA","2670.65"
"2017-08-08","SMA","2852"
"2017-08-09","EWMA","2702.03"
"2017-08-09","SMA","2912"
"2017-08-10","EWMA","2736.87"
"2017-08-10","SMA","2970"
"2017-08-11","EWMA","2773.81"
"2017-08-11","SMA","3021"
"2017-08-12","EWMA","2813.74"
"2017-08-12","SMA","3081"
"2017-08-13","EWMA","2859.14"
"2017-08-13","SMA","3163"
"2017-08-14","EWMA","2910.86"
"2017-08-14","SMA","3257"
"2017-08-15","EWMA","2969.38"
"2017-08-15","SMA","3361"
"2017-08-16","EWMA","3033.81"
"2017-08-16","SMA","3465"
"2017-08-17","EWMA","3105.33"
"2017-08-17","SMA","3584"
"2017-08-18","EWMA","3181.86"
"2017-08-18","SMA","3694"
"2017-08-19","EWMA","3260.14"
"2017-08-19","SMA","3784"
"2017-08-20","EWMA","3336.95"
"2017-08-20","SMA","3851"
"2017-08-21","EWMA","3411.84"
"2017-08-21","SMA","3913"
"2017-08-22","EWMA","3482.84"
"2017-08-22","SMA","3958"
"2017-08-23","EWMA","3550.98"
"2017-08-23","SMA","4007"
"2017-08-24","EWMA","3617.67"
"2017-08-24","SMA","4064"
"2017-08-25","EWMA","3684.53"
"2017-08-25","SMA","4132"
"2017-08-26","EWMA","3749.46"
"2017-08-26","SMA","4184"
"2017-08-27","EWMA","3810.24"
"2017-08-27","SMA","4217"
"2017-08-28","EWMA","3865.98"
"2017-08-28","SMA","4239"
"2017-08-29","EWMA","3915.12"
"2017-08-29","SMA","4244"
"2017-08-30","EWMA","3961.51"
"2017-08-30","SMA","4272"
"2017-08-31","EWMA","4003.56"
"2017-08-31","SMA","4285"
"2017-09-01","EWMA","4043.66"
"2017-09-01","SMA","4312"
"2017-09-02","EWMA","4085.30"
"2017-09-02","SMA","4364"
"2017-09-03","EWMA","4125.17"
"2017-09-03","SMA","4392"
"2017-09-04","EWMA","4164.41"
"2017-09-04","SMA","4427"
"2017-09-05","EWMA","4200.76"
"2017-09-05","SMA","4444"
"2017-09-06","EWMA","4234.98"
"2017-09-06","SMA","4464"
"2017-09-07","EWMA","4268.78"
"2017-09-07","SMA","4495"
"2017-09-08","EWMA","4300.66"
"2017-09-08","SMA","4514"
"2017-09-09","EWMA","4327.09"
"2017-09-09","SMA","4504"
"2017-09-10","EWMA","4348.92"
"2017-09-10","SMA","4495"
"2017-09-11","EWMA","4365.57"
"2017-09-11","SMA","4477"
"2017-09-12","EWMA","4377.98"
"2017-09-12","SMA","4461"
"2017-09-13","EWMA","4384.61"
"2017-09-13","SMA","4429"
"2017-09-14","EWMA","4384.01"
"2017-09-14","SMA","4380"
"2017-09-15","EWMA","4369.06"
"2017-09-15","SMA","4269"
"2017-09-16","EWMA","4344.48"
"2017-09-16","SMA","4180"
"2017-09-17","EWMA","4314.26"
"2017-09-17","SMA","4112"
"2017-09-18","EWMA","4278.61"
"2017-09-18","SMA","4040"
"2017-09-19","EWMA","4246.03"
"2017-09-19","SMA","4028"
"2017-09-20","EWMA","4213.53"
"2017-09-20","SMA","3996"
"2017-09-21","EWMA","4178.75"
"2017-09-21","SMA","3946"
"2017-09-22","EWMA","4139.52"
"2017-09-22","SMA","3877"
"2017-09-23","EWMA","4099.80"
"2017-09-23","SMA","3834"
"2017-09-24","EWMA","4061.22"
"2017-09-24","SMA","3803"
"2017-09-25","EWMA","4023.62"
"2017-09-25","SMA","3772"
"2017-09-26","EWMA","3988.70"
"2017-09-26","SMA","3755"
"2017-09-27","EWMA","3956.11"
"2017-09-27","SMA","3738"
"2017-09-28","EWMA","3930.75"
"2017-09-28","SMA","3761"
"2017-09-29","EWMA","3918.17"
"2017-09-29","SMA","3834"
"2017-09-30","EWMA","3912.04"
"2017-09-30","SMA","3871"
"2017-10-01","EWMA","3913.33"
"2017-10-01","SMA","3922"
"2017-10-02","EWMA","3922.13"
"2017-10-02","SMA","3981"
"2017-10-03","EWMA","3932.90"
"2017-10-03","SMA","4005"
"2017-10-04","EWMA","3946.04"
"2017-10-04","SMA","4034"
"2017-10-05","EWMA","3960.46"
"2017-10-05","SMA","4057"
"2017-10-06","EWMA","3979.38"
"2017-10-06","SMA","4106"
"2017-10-07","EWMA","4002.73"
"2017-10-07","SMA","4159"
"2017-10-08","EWMA","4029.03"
"2017-10-08","SMA","4205"
"2017-10-09","EWMA","4060.49"
"2017-10-09","SMA","4271"
"2017-10-10","EWMA","4095.66"
"2017-10-10","SMA","4331"
"2017-10-11","EWMA","4134.57"
"2017-10-11","SMA","4395"
"2017-10-12","EWMA","4174.28"
"2017-10-12","SMA","4440"
"2017-10-13","EWMA","4220.52"
"2017-10-13","SMA","4530"
"2017-10-14","EWMA","4274.53"
"2017-10-14","SMA","4636"
"2017-10-15","EWMA","4335.43"
"2017-10-15","SMA","4743"
"2017-10-16","EWMA","4400.24"
"2017-10-16","SMA","4834"
"2017-10-17","EWMA","4468.85"
"2017-10-17","SMA","4928"
"2017-10-18","EWMA","4540.50"
"2017-10-18","SMA","5020"
"2017-10-19","EWMA","4615.45"
"2017-10-19","SMA","5117"
"2017-10-20","EWMA","4693.52"
"2017-10-20","SMA","5216"
"2017-10-21","EWMA","4776.65"
"2017-10-21","SMA","5333"
"2017-10-22","EWMA","4863.93"
"2017-10-22","SMA","5448"
"2017-10-23","EWMA","4952.86"
"2017-10-23","SMA","5548"
"2017-10-24","EWMA","5040.89"
"2017-10-24","SMA","5630"
"2017-10-25","EWMA","5124.49"
"2017-10-25","SMA","5684"
"2017-10-26","EWMA","5205.81"
"2017-10-26","SMA","5750"
"2017-10-27","EWMA","5280.71"
"2017-10-27","SMA","5782"
"2017-10-28","EWMA","5347.18"
"2017-10-28","SMA","5792"
"2017-10-29","EWMA","5404.23"
"2017-10-29","SMA","5786"
"2017-10-30","EWMA","5458.28"
"2017-10-30","SMA","5820"
"2017-10-31","EWMA","5509.07"
"2017-10-31","SMA","5849"
"2017-11-01","EWMA","5561.32"
"2017-11-01","SMA","5911"
"2017-11-02","EWMA","5617.70"
"2017-11-02","SMA","5995"
"2017-11-03","EWMA","5679.49"
"2017-11-03","SMA","6093"
"2017-11-04","EWMA","5744.30"
"2017-11-04","SMA","6178"
"2017-11-05","EWMA","5813.16"
"2017-11-05","SMA","6274"
"2017-11-06","EWMA","5886.07"
"2017-11-06","SMA","6374"
"2017-11-07","EWMA","5959.64"
"2017-11-07","SMA","6452"
"2017-11-08","EWMA","6038.73"
"2017-11-08","SMA","6568"
"2017-11-09","EWMA","6123.40"
"2017-11-09","SMA","6690"
"2017-11-10","EWMA","6208.50"
"2017-11-10","SMA","6778"
"2017-11-11","EWMA","6290.34"
"2017-11-11","SMA","6838"
"2017-11-12","EWMA","6367.13"
"2017-11-12","SMA","6881"
"2017-11-13","EWMA","6432.11"
"2017-11-13","SMA","6867"
"2017-11-14","EWMA","6492.68"
"2017-11-14","SMA","6898"
"2017-11-15","EWMA","6546.80"
"2017-11-15","SMA","6909"
"2017-11-16","EWMA","6599.09"
"2017-11-16","SMA","6949"
"2017-11-17","EWMA","6651.86"
"2017-11-17","SMA","7005"
"2017-11-18","EWMA","6702.45"
"2017-11-18","SMA","7041"
"2017-11-19","EWMA","6750.23"
"2017-11-19","SMA","7070"
"2017-11-20","EWMA","6797.65"
"2017-11-20","SMA","7115"
"2017-11-21","EWMA","6849.83"
"2017-11-21","SMA","7199"
"2017-11-22","EWMA","6903.93"
"2017-11-22","SMA","7266"
"2017-11-23","EWMA","6958.28"
"2017-11-23","SMA","7322"
"2017-11-24","EWMA","7013.88"
"2017-11-24","SMA","7386"
"2017-11-25","EWMA","7077.47"
"2017-11-25","SMA","7503"
"2017-11-26","EWMA","7155.41"
"2017-11-26","SMA","7677"
"2017-11-27","EWMA","7254.55"
"2017-11-27","SMA","7918"
"2017-11-28","EWMA","7371.09"
"2017-11-28","SMA","8151"
"2017-11-29","EWMA","7504.33"
"2017-11-29","SMA","8396"
"2017-11-30","EWMA","7644.04"
"2017-11-30","SMA","8579"
"2017-12-01","EWMA","7787.55"
"2017-12-01","SMA","8748"
"2017-12-02","EWMA","7942.83"
"2017-12-02","SMA","8982"
"2017-12-03","EWMA","8108.34"
"2017-12-03","SMA","9216"
"2017-12-04","EWMA","8282.89"
"2017-12-04","SMA","9451"
"2017-12-05","EWMA","8466.85"
"2017-12-05","SMA","9698"
"2017-12-06","EWMA","8662.52"
"2017-12-06","SMA","9972"
"2017-12-07","EWMA","8888.91"
"2017-12-07","SMA","10404"
"2017-12-08","EWMA","9177.39"
"2017-12-08","SMA","11108"
"2017-12-09","EWMA","9505.59"
"2017-12-09","SMA","11702"
"2017-12-10","EWMA","9850.40"
"2017-12-10","SMA","12158"
"2017-12-11","EWMA","10207.33"
"2017-12-11","SMA","12596"
"2017-12-12","EWMA","10583.90"
"2017-12-12","SMA","13104"
"2017-12-13","EWMA","10979.89"
"2017-12-13","SMA","13630"
"2017-12-14","EWMA","11384.85"
"2017-12-14","SMA","14095"
"2017-12-15","EWMA","11796.06"
"2017-12-15","SMA","14548"
"2017-12-16","EWMA","12216.21"
"2017-12-16","SMA","15028"
"2017-12-17","EWMA","12660.00"
"2017-12-17","SMA","15630"
"2017-12-18","EWMA","13118.64"
"2017-12-18","SMA","16188"
"2017-12-19","EWMA","13586.95"
"2017-12-19","SMA","16721"
"2017-12-20","EWMA","14048.85"
"2017-12-20","SMA","17140"
"2017-12-21","EWMA","14472.28"
"2017-12-21","SMA","17306"
"2017-12-22","EWMA","14821.16"
"2017-12-22","SMA","17156"
"2017-12-23","EWMA","15099.34"
"2017-12-23","SMA","16961"
"2017-12-24","EWMA","15336.94"
"2017-12-24","SMA","16927"
"2017-12-25","EWMA","15529.35"
"2017-12-25","SMA","16817"
"2017-12-26","EWMA","15669.83"
"2017-12-26","SMA","16610"
"2017-12-27","EWMA","15779.83"
"2017-12-27","SMA","16516"
"2017-12-28","EWMA","15870.20"
"2017-12-28","SMA","16475"
"2017-12-29","EWMA","15930.62"
"2017-12-29","SMA","16335"
"2017-12-30","EWMA","15954.85"
"2017-12-30","SMA","16117"
"2017-12-31","EWMA","15915.22"
"2017-12-31","SMA","15650"
"2018-01-01","EWMA","15834.46"
"2018-01-01","SMA","15294"
"2018-01-02","EWMA","15713.50"
"2018-01-02","SMA","14904"
"2018-01-03","EWMA","15582.27"
"2018-01-03","SMA","14704"
"2018-01-04","EWMA","15454.96"
"2018-01-04","SMA","14603"
"2018-01-05","EWMA","15342.26"
"2018-01-05","SMA","14588"
"2018-01-06","EWMA","15277.62"
"2018-01-06","SMA","14845"
"2018-01-07","EWMA","15247.64"
"2018-01-07","SMA","15047"
"2018-01-08","EWMA","15245.22"
"2018-01-08","SMA","15229"
"2018-01-09","EWMA","15253.77"
"2018-01-09","SMA","15311"
"2018-01-10","EWMA","15247.17"
"2018-01-10","SMA","15203"
"2018-01-11","EWMA","15233.50"
"2018-01-11","SMA","15142"
"2018-01-12","EWMA","15210.43"
"2018-01-12","SMA","15056"
"2018-01-13","EWMA","15184.11"
"2018-01-13","SMA","15008"
"2018-01-14","EWMA","15174.22"
"2018-01-14","SMA","15108"
"2018-01-15","EWMA","15162.10"
"2018-01-15","SMA","15081"
"2018-01-16","EWMA","15152.99"
"2018-01-16","SMA","15092"
"2018-01-17","EWMA","15112.69"
"2018-01-17","SMA","14843"
"2018-01-18","EWMA","15040.32"
"2018-01-18","SMA","14556"
"2018-01-19","EWMA","14939.14"
"2018-01-19","SMA","14262"
"2018-01-20","EWMA","14797.03"
"2018-01-20","SMA","13846"
"2018-01-21","EWMA","14630.37"
"2018-01-21","SMA","13515"
"2018-01-22","EWMA","14440.13"
"2018-01-22","SMA","13167"
"2018-01-23","EWMA","14235.23"
"2018-01-23","SMA","12864"
"2018-01-24","EWMA","14022.39"
"2018-01-24","SMA","12598"
"2018-01-25","EWMA","13803.68"
"2018-01-25","SMA","12340"
"2018-01-26","EWMA","13593.51"
"2018-01-26","SMA","12187"
"2018-01-27","EWMA","13384.53"
"2018-01-27","SMA","11986"
"2018-01-28","EWMA","13175.55"
"2018-01-28","SMA","11777"
"2018-01-29","EWMA","12975.41"
"2018-01-29","SMA","11636"
"2018-01-30","EWMA","12777.76"
"2018-01-30","SMA","11455"
"2018-01-31","EWMA","12592.93"
"2018-01-31","SMA","11356"
"2018-02-01","EWMA","12423.16"
"2018-02-01","SMA","11287"
"2018-02-02","EWMA","12254.14"
"2018-02-02","SMA","11123"
"2018-02-03","EWMA","12081.22"
"2018-02-03","SMA","10924"
"2018-02-04","EWMA","11896.20"
"2018-02-04","SMA","10658"
"2018-02-05","EWMA","11704.42"
"2018-02-05","SMA","10421"
"2018-02-06","EWMA","11500.66"
"2018-02-06","SMA","10137"
"2018-02-07","EWMA","11294.52"
"2018-02-07","SMA","9915"
"2018-02-08","EWMA","11080.47"
"2018-02-08","SMA","9648"
"2018-02-09","EWMA","10866.43"
"2018-02-09","SMA","9434"
"2018-02-10","EWMA","10657.59"
"2018-02-10","SMA","9260"
"2018-02-11","EWMA","10449.64"
"2018-02-11","SMA","9058"
"2018-02-12","EWMA","10234.80"
"2018-02-12","SMA","8797"
"2018-02-13","EWMA","10025.92"
"2018-02-13","SMA","8628"
"2018-02-14","EWMA","9830.15"
"2018-02-14","SMA","8520"
"2018-02-15","EWMA","9653.07"
"2018-02-15","SMA","8468"
"2018-02-16","EWMA","9508.37"
"2018-02-16","SMA","8540"
"2018-02-17","EWMA","9395.48"
"2018-02-17","SMA","8640"
"2018-02-18","EWMA","9315.21"
"2018-02-18","SMA","8778"
"2018-02-19","EWMA","9266.56"
"2018-02-19","SMA","8941"
"2018-02-20","EWMA","9263.89"
"2018-02-20","SMA","9246"
"2018-02-21","EWMA","9295.36"
"2018-02-21","SMA","9506"
"2018-02-22","EWMA","9351.34"
"2018-02-22","SMA","9726"
"2018-02-23","EWMA","9416.17"
"2018-02-23","SMA","9850"
"2018-02-24","EWMA","9487.13"
"2018-02-24","SMA","9962"
"2018-02-25","EWMA","9559.91"
"2018-02-25","SMA","10047"
"2018-02-26","EWMA","9637.40"
"2018-02-26","SMA","10156"
"2018-02-27","EWMA","9718.21"
"2018-02-27","SMA","10259"
"2018-02-28","EWMA","9808.27"
"2018-02-28","SMA","10411"
